NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	195	-0.21750277	-1.2154237	0.06993007	0.26109365	0.609	3348	tags=25%, list=17%, signal=30%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	108	-0.23726562	-1.199386	0.08294931	0.2738071	0.655	3514	tags=26%, list=18%, signal=31%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	159	-0.22281244	-1.1963267	0.10843374	0.26015675	0.663	2275	tags=20%, list=12%, signal=23%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	104	-0.23442684	-1.1896015	0.13488372	0.25362968	0.682	1605	tags=17%, list=8%, signal=19%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	-0.26801264	-1.1618102	0.20070423	0.2950789	0.766	4433	tags=31%, list=23%, signal=41%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	47	-0.26471612	-1.1400546	0.23103449	0.33230537	0.827	4692	tags=36%, list=24%, signal=47%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	197	-0.20616345	-1.1369851	0.13333334	0.32258138	0.838	5549	tags=37%, list=28%, signal=51%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	-0.19881555	-1.1183441	0.16666667	0.35354427	0.879	2975	tags=20%, list=15%, signal=24%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	199	-0.19554272	-1.1081433	0.14393939	0.36061266	0.896	3348	tags=25%, list=17%, signal=30%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		195	-0.18613514	-1.0328484	0.36363637	0.5727765	0.978	2766	tags=18%, list=14%, signal=21%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		194	-0.18353745	-1.0211754	0.38194445	0.59031713	0.983	4389	tags=29%, list=22%, signal=37%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		35	-0.25363714	-1.0133413	0.39432177	0.5909497	0.983	5075	tags=49%, list=26%, signal=66%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		197	-0.17727783	-0.9969238	0.4090909	0.6227399	0.989	3980	tags=28%, list=20%, signal=35%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		197	-0.17896056	-0.9838152	0.5	0.64750826	0.991	3174	tags=22%, list=16%, signal=26%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		194	-0.17691825	-0.9802189	0.5283019	0.6355385	0.991	4066	tags=24%, list=21%, signal=30%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		196	-0.17444776	-0.966968	0.5507246	0.65764207	0.992	2693	tags=19%, list=14%, signal=22%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		197	-0.17249109	-0.96646607	0.5675676	0.6367281	0.992	3060	tags=20%, list=16%, signal=23%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		155	-0.17031217	-0.9355515	0.621118	0.7172067	0.997	4216	tags=25%, list=22%, signal=32%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		38	-0.22529474	-0.9352129	0.57096773	0.6944149	0.997	3878	tags=29%, list=20%, signal=36%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		198	-0.16459228	-0.90463674	0.7593985	0.7566185	0.999	5239	tags=32%, list=27%, signal=43%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		153	-0.16151634	-0.8626819	0.85714287	0.83765113	1.0	4704	tags=29%, list=24%, signal=38%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		193	-0.13952874	-0.7817703	0.9858156	0.930929	1.0	3924	tags=22%, list=20%, signal=27%	
