NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_HIGH_HYPERMETROPIA	HP_HIGH_HYPERMETROPIA	Details ...	44	-0.49772686	-1.7669935	0.004878049	0.5528731	1.0	2613	tags=32%, list=13%, signal=37%	
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	Details ...	20	-0.6035426	-1.7625544	0.0	0.54159313	1.0	4507	tags=70%, list=23%, signal=91%	
HP_FACIAL_CLEFT	HP_FACIAL_CLEFT	Details ...	15	-0.63528097	-1.743636	0.01590909	0.6098441	1.0	3101	tags=47%, list=16%, signal=55%	
GO_RETINOIC_ACID_BINDING	GO_RETINOIC_ACID_BINDING	Details ...	16	-0.64197576	-1.7375472	0.011820331	0.6121455	1.0	3564	tags=56%, list=18%, signal=69%	
GO_SODIUM_CHANNEL_ACTIVITY	GO_SODIUM_CHANNEL_ACTIVITY	Details ...	44	-0.49347737	-1.7359737	0.0	0.5903606	1.0	4081	tags=43%, list=21%, signal=54%	
GO_NEURON_FATE_SPECIFICATION	GO_NEURON_FATE_SPECIFICATION		31	-0.53459996	-1.7284791	0.012690355	0.60257155	1.0	2225	tags=26%, list=11%, signal=29%	
HP_TUBULOINTERSTITIAL_NEPHRITIS	HP_TUBULOINTERSTITIAL_NEPHRITIS		21	-0.5743783	-1.7114815	0.0043010754	0.668578	1.0	599	tags=24%, list=3%, signal=25%	
GO_PIRNA_METABOLIC_PROCESS	GO_PIRNA_METABOLIC_PROCESS		18	-0.59124273	-1.7014048	0.01369863	0.70109147	1.0	3966	tags=61%, list=20%, signal=77%	
GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT		49	-0.46536607	-1.6770688	0.0027100272	0.82912225	1.0	2058	tags=27%, list=11%, signal=30%	
HP_HEPATIC_CYSTS	HP_HEPATIC_CYSTS		18	-0.5842281	-1.672589	0.013921114	0.8252668	1.0	1649	tags=22%, list=8%, signal=24%	
GO_RESPONSE_TO_EPINEPHRINE	GO_RESPONSE_TO_EPINEPHRINE		16	-0.59493065	-1.6627805	0.013793103	0.8621219	1.0	698	tags=25%, list=4%, signal=26%	
HP_FIRST_DEGREE_ATRIOVENTRICULAR_BLOCK	HP_FIRST_DEGREE_ATRIOVENTRICULAR_BLOCK		26	-0.52961916	-1.660939	0.011820331	0.84218496	1.0	4501	tags=69%, list=23%, signal=90%	
GO_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	GO_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE		17	-0.567877	-1.6559012	0.010964912	0.84708583	1.0	1001	tags=35%, list=5%, signal=37%	
HP_ABNORMAL_HYPOTHALAMUS_PHYSIOLOGY	HP_ABNORMAL_HYPOTHALAMUS_PHYSIOLOGY		35	-0.4880509	-1.6506563	0.0054054055	0.855032	1.0	4738	tags=49%, list=24%, signal=64%	
GO_OXIDATIVE_DEMETHYLATION	GO_OXIDATIVE_DEMETHYLATION		19	-0.57411534	-1.6475552	0.014851485	0.84731424	1.0	2305	tags=37%, list=12%, signal=42%	
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION		26	-0.51737964	-1.6374779	0.016949153	0.890577	1.0	1909	tags=35%, list=10%, signal=38%	
HP_SUPRAVENTRICULAR_TACHYCARDIA	HP_SUPRAVENTRICULAR_TACHYCARDIA		35	-0.49416548	-1.6333784	0.010126582	0.8919109	1.0	4501	tags=60%, list=23%, signal=78%	
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	GO_PROTEIN_LOCALIZATION_TO_SYNAPSE		83	-0.4055065	-1.6301277	0.002754821	0.88686115	1.0	2074	tags=22%, list=11%, signal=24%	
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		22	-0.5410677	-1.6280673	0.014457831	0.874964	1.0	4501	tags=59%, list=23%, signal=77%	
HP_APLASIA_HYPOPLASIA_OF_THE_PATELLA	HP_APLASIA_HYPOPLASIA_OF_THE_PATELLA		36	-0.47822115	-1.6273637	0.010362694	0.8557833	1.0	4287	tags=44%, list=22%, signal=57%	
GO_REGULATION_OF_SPINDLE_ORGANIZATION	GO_REGULATION_OF_SPINDLE_ORGANIZATION		38	-0.46463203	-1.6246543	0.010050251	0.8502571	1.0	5541	tags=50%, list=28%, signal=70%	
HP_ABNORMALITY_OF_VITAMIN_D_METABOLISM	HP_ABNORMALITY_OF_VITAMIN_D_METABOLISM		17	-0.5760275	-1.6190841	0.027707808	0.86685497	1.0	4600	tags=47%, list=24%, signal=62%	
HP_HYPOTHALAMIC_GONADOTROPIN_RELEASING_HORMONE_DEFICIENCY	HP_HYPOTHALAMIC_GONADOTROPIN_RELEASING_HORMONE_DEFICIENCY		22	-0.55411845	-1.6125141	0.007246377	0.89031804	1.0	4738	tags=59%, list=24%, signal=78%	
HP_SICK_SINUS_SYNDROME	HP_SICK_SINUS_SYNDROME		23	-0.5252034	-1.6121327	0.01923077	0.8699886	1.0	4501	tags=70%, list=23%, signal=90%	
HP_ATROPHY_DEGENERATION_AFFECTING_THE_BRAINSTEM	HP_ATROPHY_DEGENERATION_AFFECTING_THE_BRAINSTEM		20	-0.54940885	-1.6093777	0.029925186	0.867075	1.0	1032	tags=20%, list=5%, signal=21%	
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE	GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE		18	-0.57068557	-1.6070528	0.025171624	0.8615274	1.0	960	tags=17%, list=5%, signal=18%	
GO_MITOCHONDRION_MORPHOGENESIS	GO_MITOCHONDRION_MORPHOGENESIS		22	-0.52719146	-1.601773	0.01010101	0.8768029	1.0	630	tags=14%, list=3%, signal=14%	
HP_THIN_NAIL	HP_THIN_NAIL		15	-0.5832924	-1.5956658	0.038369305	0.89839995	1.0	2186	tags=40%, list=11%, signal=45%	
GO_REGULATION_OF_MRNA_POLYADENYLATION	GO_REGULATION_OF_MRNA_POLYADENYLATION		16	-0.57837236	-1.5913712	0.026190476	0.90774626	1.0	383	tags=13%, list=2%, signal=13%	
GO_WATER_TRANSPORT	GO_WATER_TRANSPORT		21	-0.5351494	-1.5904889	0.022371365	0.8934336	1.0	2198	tags=33%, list=11%, signal=38%	
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		33	-0.47479346	-1.5836781	0.022113021	0.92181754	1.0	3894	tags=45%, list=20%, signal=57%	
HP_PATELLAR_APLASIA	HP_PATELLAR_APLASIA		19	-0.5428202	-1.581606	0.034653466	0.9161525	1.0	4287	tags=47%, list=22%, signal=61%	
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY	GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY		38	-0.45723283	-1.5815066	0.02244389	0.89779526	1.0	3642	tags=29%, list=19%, signal=36%	
GO_SPLICEOSOMAL_SNRNP_ASSEMBLY	GO_SPLICEOSOMAL_SNRNP_ASSEMBLY		38	-0.45464155	-1.577592	0.023684211	0.90560496	1.0	1419	tags=16%, list=7%, signal=17%	
GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS	GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS		21	-0.5363889	-1.5723058	0.025575448	0.92233074	1.0	3344	tags=43%, list=17%, signal=52%	
GO_ARF_PROTEIN_SIGNAL_TRANSDUCTION	GO_ARF_PROTEIN_SIGNAL_TRANSDUCTION		19	-0.55511683	-1.5646976	0.03181818	0.95695376	1.0	5274	tags=58%, list=27%, signal=79%	
HP_POLYCYSTIC_KIDNEY_DYSPLASIA	HP_POLYCYSTIC_KIDNEY_DYSPLASIA		44	-0.4412904	-1.5633125	0.007894737	0.9485045	1.0	3616	tags=34%, list=19%, signal=42%	
HP_PAROXYSMAL_VENTRICULAR_TACHYCARDIA	HP_PAROXYSMAL_VENTRICULAR_TACHYCARDIA		24	-0.509964	-1.5606337	0.028639618	0.9500209	1.0	4501	tags=67%, list=23%, signal=87%	
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS		28	-0.4846791	-1.5581441	0.029411765	0.9489533	1.0	3690	tags=32%, list=19%, signal=40%	
HP_SUPRAVENTRICULAR_ARRHYTHMIA	HP_SUPRAVENTRICULAR_ARRHYTHMIA		96	-0.37328598	-1.5538105	0.0027100272	0.96238756	1.0	2422	tags=25%, list=12%, signal=28%	
GO_RESPONSE_TO_VITAMIN_A	GO_RESPONSE_TO_VITAMIN_A		19	-0.5349758	-1.5498145	0.03846154	0.9729125	1.0	2502	tags=42%, list=13%, signal=48%	
HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT	HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT		24	-0.50211215	-1.5466055	0.0369515	0.97903746	1.0	3765	tags=46%, list=19%, signal=57%	
GO_INTERMEDIATE_FILAMENT_ORGANIZATION	GO_INTERMEDIATE_FILAMENT_ORGANIZATION		25	-0.48958054	-1.5445447	0.016548464	0.9765202	1.0	899	tags=20%, list=5%, signal=21%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN		155	-0.35081887	-1.5416286	0.0	0.9802064	1.0	2508	tags=24%, list=13%, signal=27%	
HP_ATRIAL_ARRHYTHMIA	HP_ATRIAL_ARRHYTHMIA		68	-0.3983571	-1.537945	0.0057306592	0.99004096	1.0	4509	tags=37%, list=23%, signal=48%	
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE		22	-0.5210211	-1.5378641	0.030516433	0.97436994	1.0	1338	tags=27%, list=7%, signal=29%	
GO_MYOSIN_V_BINDING	GO_MYOSIN_V_BINDING		17	-0.5462495	-1.5360854	0.055	0.97079295	1.0	431	tags=18%, list=2%, signal=18%	
HP_ABNORMALITY_OF_TIBIA_MORPHOLOGY	HP_ABNORMALITY_OF_TIBIA_MORPHOLOGY		77	-0.3918347	-1.5345132	0.008130081	0.9659006	1.0	3315	tags=31%, list=17%, signal=37%	
GO_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	GO_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION		24	-0.48859128	-1.5340891	0.033860046	0.95367897	1.0	2050	tags=25%, list=10%, signal=28%	
GO_DNA_MODIFICATION	GO_DNA_MODIFICATION		111	-0.36639068	-1.5324478	0.003076923	0.9495868	1.0	3227	tags=31%, list=17%, signal=36%	
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION		27	-0.49456468	-1.5297276	0.026378896	0.95427793	1.0	2597	tags=33%, list=13%, signal=38%	
GO_IRON_SULFUR_CLUSTER_ASSEMBLY	GO_IRON_SULFUR_CLUSTER_ASSEMBLY		20	-0.525145	-1.5289437	0.035714287	0.94535184	1.0	4310	tags=45%, list=22%, signal=58%	
GO_FOREBRAIN_NEURON_DEVELOPMENT	GO_FOREBRAIN_NEURON_DEVELOPMENT		26	-0.4821295	-1.5280904	0.029126214	0.937247	1.0	1926	tags=23%, list=10%, signal=26%	
GO_CILIARY_TIP	GO_CILIARY_TIP		45	-0.42910525	-1.5266756	0.020942409	0.93287724	1.0	2988	tags=24%, list=15%, signal=29%	
GO_MALE_MEIOTIC_NUCLEAR_DIVISION	GO_MALE_MEIOTIC_NUCLEAR_DIVISION		46	-0.43330425	-1.5239195	0.014778325	0.9366964	1.0	2488	tags=30%, list=13%, signal=35%	
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE	GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE		31	-0.47593436	-1.5201846	0.04347826	0.9487301	1.0	2994	tags=32%, list=15%, signal=38%	
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED	GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED		18	-0.5367564	-1.5199373	0.049140047	0.9373674	1.0	924	tags=22%, list=5%, signal=23%	
GO_CILIARY_BASE	GO_CILIARY_BASE		32	-0.4688749	-1.5166556	0.023640662	0.94666606	1.0	1753	tags=25%, list=9%, signal=27%	
GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING		94	-0.37353033	-1.5152985	0.0030395137	0.94286436	1.0	2443	tags=21%, list=13%, signal=24%	
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY		17	-0.5386457	-1.5127729	0.051522247	0.9469395	1.0	2186	tags=35%, list=11%, signal=40%	
GO_R_SMAD_BINDING	GO_R_SMAD_BINDING		23	-0.49428794	-1.5103521	0.022988506	0.9503793	1.0	1363	tags=17%, list=7%, signal=19%	
GO_3_UTR_MEDIATED_MRNA_STABILIZATION	GO_3_UTR_MEDIATED_MRNA_STABILIZATION		20	-0.5154785	-1.5074915	0.045558088	0.95662045	1.0	764	tags=20%, list=4%, signal=21%	
GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY		33	-0.4552431	-1.5071362	0.035714287	0.9466367	1.0	2186	tags=27%, list=11%, signal=31%	
GO_FLUID_TRANSPORT	GO_FLUID_TRANSPORT		28	-0.47144186	-1.5039327	0.058080807	0.95588195	1.0	2198	tags=29%, list=11%, signal=32%	
GO_PORE_COMPLEX	GO_PORE_COMPLEX		22	-0.50176096	-1.4997681	0.03685504	0.97125596	1.0	3716	tags=45%, list=19%, signal=56%	
GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION		17	-0.525516	-1.4978998	0.06363636	0.97178626	1.0	1328	tags=29%, list=7%, signal=32%	
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL		36	-0.4522504	-1.496163	0.024793388	0.9717135	1.0	4501	tags=44%, list=23%, signal=58%	
GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL		28	-0.4750707	-1.4923621	0.032663316	0.98603094	1.0	2058	tags=25%, list=11%, signal=28%	
HP_MALE_HYPOGONADISM	HP_MALE_HYPOGONADISM		36	-0.44369948	-1.4923327	0.043902438	0.9744603	1.0	3677	tags=44%, list=19%, signal=55%	
GO_SCHWANN_CELL_DEVELOPMENT	GO_SCHWANN_CELL_DEVELOPMENT		31	-0.46264383	-1.4918232	0.034313727	0.96612763	1.0	2068	tags=26%, list=11%, signal=29%	
HP_ABNORMALITY_OF_THE_DIENCEPHALON	HP_ABNORMALITY_OF_THE_DIENCEPHALON		80	-0.373657	-1.4900402	0.020231213	0.9671495	1.0	4772	tags=38%, list=24%, signal=49%	
GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY	GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY		17	-0.53952193	-1.4877572	0.05491991	0.9707511	1.0	3479	tags=47%, list=18%, signal=57%	
GO_SODIUM_CHANNEL_REGULATOR_ACTIVITY	GO_SODIUM_CHANNEL_REGULATOR_ACTIVITY		38	-0.43088722	-1.4855663	0.031862747	0.97401583	1.0	4089	tags=34%, list=21%, signal=43%	
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION		88	-0.36904866	-1.4840324	0.018461538	0.9731936	1.0	3894	tags=28%, list=20%, signal=35%	
GO_DNA_DEALKYLATION	GO_DNA_DEALKYLATION		33	-0.4451867	-1.4833846	0.041666668	0.9665398	1.0	910	tags=18%, list=5%, signal=19%	
HP_ABNORMALITY_OF_HAIR_GROWTH	HP_ABNORMALITY_OF_HAIR_GROWTH		38	-0.4255088	-1.481651	0.045454547	0.96736	1.0	3057	tags=34%, list=16%, signal=40%	
GO_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		16	-0.5456077	-1.4811195	0.07356322	0.9600582	1.0	1009	tags=13%, list=5%, signal=13%	
HP_EUNUCHOID_HABITUS	HP_EUNUCHOID_HABITUS		21	-0.49339235	-1.4803996	0.056947608	0.9542897	1.0	3677	tags=48%, list=19%, signal=59%	
GO_RECEPTOR_LOCALIZATION_TO_SYNAPSE	GO_RECEPTOR_LOCALIZATION_TO_SYNAPSE		55	-0.39579892	-1.4780549	0.027707808	0.95963687	1.0	1815	tags=20%, list=9%, signal=22%	
HP_RETICULOCYTOPENIA	HP_RETICULOCYTOPENIA		17	-0.5111713	-1.4734212	0.057934508	0.97984177	1.0	3742	tags=29%, list=19%, signal=36%	
GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER		26	-0.46211085	-1.4675097	0.06521739	1.0	1.0	2530	tags=31%, list=13%, signal=35%	
GO_NUCLEAR_HETEROCHROMATIN	GO_NUCLEAR_HETEROCHROMATIN		30	-0.45317075	-1.4633894	0.04197531	1.0	1.0	2302	tags=23%, list=12%, signal=26%	
HP_HETEROCHROMIA_IRIDIS	HP_HETEROCHROMIA_IRIDIS		18	-0.5146866	-1.4627558	0.072864324	1.0	1.0	1626	tags=28%, list=8%, signal=30%	
HP_PATCHY_HYPOPIGMENTATION_OF_HAIR	HP_PATCHY_HYPOPIGMENTATION_OF_HAIR		18	-0.51314735	-1.461288	0.070754714	1.0	1.0	4282	tags=44%, list=22%, signal=57%	
HP_OBSESSIVE_COMPULSIVE_TRAIT	HP_OBSESSIVE_COMPULSIVE_TRAIT		21	-0.49391982	-1.461045	0.056603774	1.0	1.0	3040	tags=33%, list=16%, signal=39%	
GO_METHYL_CPG_BINDING	GO_METHYL_CPG_BINDING		24	-0.4718545	-1.4608712	0.053846154	1.0	1.0	2268	tags=25%, list=12%, signal=28%	
GO_LYSOPHOSPHOLIPASE_ACTIVITY	GO_LYSOPHOSPHOLIPASE_ACTIVITY		24	-0.48383388	-1.460385	0.060913704	0.9968529	1.0	1331	tags=21%, list=7%, signal=22%	
GO_SM_LIKE_PROTEIN_FAMILY_COMPLEX	GO_SM_LIKE_PROTEIN_FAMILY_COMPLEX		72	-0.37534088	-1.4540321	0.0265252	1.0	1.0	4204	tags=28%, list=22%, signal=35%	
GO_EXOCYST	GO_EXOCYST		16	-0.5359815	-1.4536527	0.06712963	1.0	1.0	5534	tags=56%, list=28%, signal=78%	
HP_ABNORMAL_HDL_CHOLESTEROL_CONCENTRATION	HP_ABNORMAL_HDL_CHOLESTEROL_CONCENTRATION		15	-0.53461623	-1.4531614	0.074074075	1.0	1.0	1464	tags=27%, list=7%, signal=29%	
GO_PIGMENT_GRANULE_LOCALIZATION	GO_PIGMENT_GRANULE_LOCALIZATION		26	-0.46364903	-1.4524977	0.04408353	1.0	1.0	2050	tags=23%, list=10%, signal=26%	
GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON		57	-0.38784468	-1.4505676	0.024	1.0	1.0	5972	tags=44%, list=31%, signal=63%	
HP_ABNORMAL_LIBIDO	HP_ABNORMAL_LIBIDO		22	-0.49076313	-1.4498599	0.0647482	1.0	1.0	4172	tags=55%, list=21%, signal=69%	
GO_MYOBLAST_PROLIFERATION	GO_MYOBLAST_PROLIFERATION		18	-0.50116694	-1.4494741	0.07160494	1.0	1.0	2771	tags=39%, list=14%, signal=45%	
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING		25	-0.4561201	-1.448831	0.062052507	0.9973306	1.0	2316	tags=28%, list=12%, signal=32%	
GO_FEAR_RESPONSE	GO_FEAR_RESPONSE		41	-0.42240798	-1.448669	0.041666668	0.98936325	1.0	4167	tags=34%, list=21%, signal=43%	
GO_DIGESTIVE_SYSTEM_PROCESS	GO_DIGESTIVE_SYSTEM_PROCESS		100	-0.34919298	-1.4457319	0.0055555557	0.9994558	1.0	1654	tags=19%, list=8%, signal=21%	
GO_CELL_PROLIFERATION_IN_FOREBRAIN	GO_CELL_PROLIFERATION_IN_FOREBRAIN		28	-0.4660124	-1.4451047	0.053164557	0.9943887	1.0	2912	tags=32%, list=15%, signal=38%	
HP_SLOW_DECREASE_IN_VISUAL_ACUITY	HP_SLOW_DECREASE_IN_VISUAL_ACUITY		22	-0.49794692	-1.4437215	0.04819277	0.9943485	1.0	2158	tags=27%, list=11%, signal=31%	
GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY		40	-0.42436144	-1.4436166	0.056410257	0.9864009	1.0	2988	tags=23%, list=15%, signal=27%	
HP_SPINAL_DEFORMITIES	HP_SPINAL_DEFORMITIES		18	-0.5028156	-1.4423426	0.057077624	0.9856928	1.0	3150	tags=44%, list=16%, signal=53%	
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION		18	-0.50610656	-1.4420696	0.05620609	0.97899324	1.0	2148	tags=28%, list=11%, signal=31%	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I		20	-0.48669985	-1.4418787	0.046296295	0.9717812	1.0	3913	tags=40%, list=20%, signal=50%	
GO_CONVERGENT_EXTENSION	GO_CONVERGENT_EXTENSION		15	-0.52693886	-1.440682	0.08755761	0.9714057	1.0	1436	tags=27%, list=7%, signal=29%	
GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		19	-0.49856344	-1.4400951	0.07341772	0.9668734	1.0	1544	tags=26%, list=8%, signal=29%	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION		50	-0.39546764	-1.4387889	0.03735632	0.9669613	1.0	4081	tags=38%, list=21%, signal=48%	
GO_SNARE_COMPLEX_ASSEMBLY	GO_SNARE_COMPLEX_ASSEMBLY		18	-0.49395838	-1.4375767	0.070953436	0.9663924	1.0	3375	tags=44%, list=17%, signal=54%	
HP_DECREASED_PULMONARY_FUNCTION	HP_DECREASED_PULMONARY_FUNCTION		20	-0.48873332	-1.4367187	0.06313131	0.9639446	1.0	2323	tags=30%, list=12%, signal=34%	
