NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		112	0.23962383	0.98080117	0.49881518	0.7139715	1.0	7414	tags=38%, list=38%, signal=62%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		197	0.20633578	0.9015502	0.71396893	0.91467285	1.0	5467	tags=29%, list=28%, signal=40%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	0.27236453	0.8925242	0.61898017	0.90899855	1.0	5135	tags=31%, list=26%, signal=42%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		153	0.20885035	0.88375086	0.70428896	0.90410393	1.0	4041	tags=23%, list=21%, signal=29%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		191	0.2015851	0.87367374	0.7619048	0.90260345	1.0	4722	tags=26%, list=24%, signal=34%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		95	0.21639913	0.87255186	0.72121215	0.8791829	1.0	3519	tags=19%, list=18%, signal=23%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		54	0.23351163	0.84102947	0.7448718	0.9246921	1.0	4235	tags=26%, list=22%, signal=33%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		35	0.24268003	0.8161507	0.7472678	0.9469598	1.0	4298	tags=29%, list=22%, signal=37%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		108	0.19511688	0.8078841	0.8313397	0.9369762	1.0	2476	tags=14%, list=13%, signal=16%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		195	0.18408641	0.8072393	0.88320357	0.9139121	1.0	4905	tags=26%, list=25%, signal=35%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		192	0.18432643	0.80363613	0.8660714	0.89729017	1.0	5985	tags=30%, list=31%, signal=43%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		104	0.19459087	0.7821311	0.8686747	0.9068071	1.0	4259	tags=23%, list=22%, signal=29%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		73	0.17058119	0.6546085	0.97304237	0.9844336	1.0	3444	tags=18%, list=18%, signal=22%	
