NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	Details ...	281	-0.35045376	-1.9111439	0.0	0.21300316	0.926	3710	tags=34%, list=19%, signal=41%	
GO_SPLICEOSOMAL_SNRNP_ASSEMBLY	GO_SPLICEOSOMAL_SNRNP_ASSEMBLY	Details ...	38	-0.46759817	-1.8828642	0.0	0.25579268	0.962	2690	tags=34%, list=14%, signal=40%	
HP_POLYCYSTIC_KIDNEY_DYSPLASIA	HP_POLYCYSTIC_KIDNEY_DYSPLASIA	Details ...	44	-0.45253745	-1.8727793	0.0	0.26017025	0.967	4094	tags=48%, list=21%, signal=60%	
GO_OXIDATIVE_DEMETHYLATION	GO_OXIDATIVE_DEMETHYLATION	Details ...	19	-0.5638912	-1.8627084	0.002994012	0.26374352	0.974	1811	tags=42%, list=9%, signal=46%	
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	Details ...	20	-0.5503161	-1.8546933	0.006042296	0.26333547	0.986	1612	tags=40%, list=8%, signal=44%	
GO_MEDIATOR_COMPLEX	GO_MEDIATOR_COMPLEX	Details ...	39	-0.45911962	-1.8497611	0.0	0.25782967	0.987	4315	tags=51%, list=22%, signal=66%	
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE	GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE	Details ...	18	-0.5639867	-1.8441552	0.003012048	0.2543568	0.989	5494	tags=61%, list=28%, signal=85%	
GO_DYNEIN_COMPLEX	GO_DYNEIN_COMPLEX	Details ...	53	-0.42639768	-1.839345	0.0	0.25038967	0.989	3082	tags=42%, list=16%, signal=49%	
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	97	-0.37448925	-1.8240247	0.0	0.27082357	0.991	6656	tags=60%, list=34%, signal=90%	
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME		155	-0.3522759	-1.8041339	0.0	0.30547467	0.995	5769	tags=46%, list=30%, signal=65%	
GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS	GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS		21	-0.52335536	-1.7994791	0.009063444	0.3043007	0.996	5616	tags=67%, list=29%, signal=93%	
GO_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GO_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX		21	-0.5311422	-1.7916546	0.006430868	0.31025335	0.997	3337	tags=48%, list=17%, signal=57%	
GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY	GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY		17	-0.5671821	-1.7888248	0.012269938	0.30357647	0.997	2452	tags=47%, list=13%, signal=54%	
GO_NCRNA_TRANSCRIPTION	GO_NCRNA_TRANSCRIPTION		101	-0.36586547	-1.7887006	0.0	0.2917621	0.997	3045	tags=31%, list=16%, signal=36%	
GO_NEUROMUSCULAR_JUNCTION	GO_NEUROMUSCULAR_JUNCTION		75	-0.38614994	-1.7811707	0.0	0.29898304	0.998	3024	tags=32%, list=15%, signal=38%	
GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE	GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE		47	-0.42085633	-1.7688018	0.0	0.3179554	0.999	1863	tags=32%, list=10%, signal=35%	
GO_U2_TYPE_SPLICEOSOMAL_COMPLEX	GO_U2_TYPE_SPLICEOSOMAL_COMPLEX		90	-0.36488536	-1.7661645	0.0	0.3133556	0.999	4266	tags=40%, list=22%, signal=51%	
GO_CYTOSOLIC_RIBOSOME	GO_CYTOSOLIC_RIBOSOME		105	-0.3545157	-1.7660394	0.0	0.30286482	0.999	6663	tags=58%, list=34%, signal=88%	
GO_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	GO_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX		61	-0.39897108	-1.7631648	0.0	0.29978457	0.999	5383	tags=56%, list=28%, signal=77%	
GO_INTRACILIARY_TRANSPORT_PARTICLE	GO_INTRACILIARY_TRANSPORT_PARTICLE		27	-0.47205824	-1.7566924	0.0	0.30535126	0.999	3081	tags=37%, list=16%, signal=44%	
GO_IRON_SULFUR_CLUSTER_ASSEMBLY	GO_IRON_SULFUR_CLUSTER_ASSEMBLY		20	-0.5130011	-1.7526119	0.0062305294	0.30600455	0.999	3130	tags=40%, list=16%, signal=48%	
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	GO_PROTEIN_LOCALIZATION_TO_SYNAPSE		83	-0.36864787	-1.7488793	0.0	0.3049227	0.999	4027	tags=40%, list=21%, signal=50%	
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT		55	-0.40395054	-1.7333403	0.0	0.3331845	1.0	6132	tags=56%, list=31%, signal=82%	
GO_MRNA_TRANSPORT	GO_MRNA_TRANSPORT		146	-0.32694563	-1.728796	0.0	0.3337821	1.0	3669	tags=32%, list=19%, signal=39%	
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION		34	-0.45321715	-1.7281781	0.007194245	0.32605168	1.0	3906	tags=44%, list=20%, signal=55%	
GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION	GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION		16	-0.54847986	-1.716983	0.021671826	0.3448052	1.0	3380	tags=38%, list=17%, signal=45%	
HP_MALE_HYPOGONADISM	HP_MALE_HYPOGONADISM		36	-0.43502557	-1.7154038	0.011029412	0.33961985	1.0	3451	tags=36%, list=18%, signal=44%	
GO_VENTRICULAR_SYSTEM_DEVELOPMENT	GO_VENTRICULAR_SYSTEM_DEVELOPMENT		32	-0.43958706	-1.70831	0.0033783785	0.34973338	1.0	3863	tags=44%, list=20%, signal=54%	
HP_HYPOTHALAMIC_GONADOTROPIN_RELEASING_HORMONE_DEFICIENCY	HP_HYPOTHALAMIC_GONADOTROPIN_RELEASING_HORMONE_DEFICIENCY		22	-0.49357104	-1.7058659	0.0091743115	0.34774828	1.0	3451	tags=41%, list=18%, signal=50%	
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		343	-0.29495242	-1.704291	0.0	0.3427131	1.0	4033	tags=34%, list=21%, signal=43%	
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION	GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION		39	-0.43346667	-1.7042841	0.0076045627	0.33455324	1.0	3602	tags=33%, list=18%, signal=41%	
GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON		57	-0.38969496	-1.7016219	0.0	0.33311653	1.0	5710	tags=53%, list=29%, signal=74%	
HP_INVERTED_NIPPLES	HP_INVERTED_NIPPLES		24	-0.4823353	-1.6930673	0.012539185	0.34580648	1.0	2682	tags=42%, list=14%, signal=48%	
HP_NARROW_PALPEBRAL_FISSURE	HP_NARROW_PALPEBRAL_FISSURE		38	-0.41177413	-1.6922741	0.0	0.34034762	1.0	2592	tags=32%, list=13%, signal=36%	
GO_RIBOSOMAL_SUBUNIT	GO_RIBOSOMAL_SUBUNIT		179	-0.32245845	-1.6893337	0.0	0.33983365	1.0	4892	tags=39%, list=25%, signal=51%	
GO_PERICENTRIC_HETEROCHROMATIN	GO_PERICENTRIC_HETEROCHROMATIN		19	-0.49786472	-1.6770515	0.005602241	0.36522195	1.0	2138	tags=37%, list=11%, signal=41%	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM		109	-0.340039	-1.6769956	0.0	0.35769698	1.0	6656	tags=60%, list=34%, signal=90%	
GO_NOSE_DEVELOPMENT	GO_NOSE_DEVELOPMENT		15	-0.52521026	-1.6764286	0.039660055	0.35187793	1.0	4324	tags=53%, list=22%, signal=68%	
HP_ABNORMAL_LIBIDO	HP_ABNORMAL_LIBIDO		22	-0.48779964	-1.6727375	0.025316456	0.3541179	1.0	3451	tags=41%, list=18%, signal=50%	
GO_SNRNA_TRANSCRIPTION	GO_SNRNA_TRANSCRIPTION		71	-0.36783683	-1.6707639	0.0	0.35192284	1.0	3045	tags=32%, list=16%, signal=38%	
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING	GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING		23	-0.47301984	-1.6635877	0.017793594	0.3630641	1.0	3244	tags=35%, list=17%, signal=42%	
HP_EPISODIC_VOMITING	HP_EPISODIC_VOMITING		15	-0.52060395	-1.6590605	0.020348838	0.36870047	1.0	3424	tags=53%, list=18%, signal=65%	
HP_APLASIA_HYPOPLASIA_OF_THE_TIBIA	HP_APLASIA_HYPOPLASIA_OF_THE_TIBIA		24	-0.47502604	-1.65839	0.003144654	0.3638388	1.0	4324	tags=54%, list=22%, signal=69%	
GO_CYTOPLASMIC_MICROTUBULE	GO_CYTOPLASMIC_MICROTUBULE		73	-0.3638122	-1.6443189	0.0	0.39512333	1.0	3715	tags=40%, list=19%, signal=49%	
GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE	GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE		36	-0.4099434	-1.6369308	0.0035971224	0.40787858	1.0	4221	tags=42%, list=22%, signal=53%	
GO_URONIC_ACID_METABOLIC_PROCESS	GO_URONIC_ACID_METABOLIC_PROCESS		15	-0.52524465	-1.6368706	0.032934133	0.40084743	1.0	1500	tags=47%, list=8%, signal=51%	
HP_CILIARY_DYSKINESIA	HP_CILIARY_DYSKINESIA		28	-0.4448987	-1.6348102	0.006968641	0.39934546	1.0	2416	tags=39%, list=12%, signal=45%	
GO_CATALYTIC_STEP_2_SPLICEOSOME	GO_CATALYTIC_STEP_2_SPLICEOSOME		84	-0.34476182	-1.6341313	0.0057803467	0.3943411	1.0	4266	tags=40%, list=22%, signal=52%	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING		23	-0.4704537	-1.6339127	0.019169329	0.3884794	1.0	4545	tags=43%, list=23%, signal=57%	
GO_LARGE_RIBOSOMAL_SUBUNIT	GO_LARGE_RIBOSOMAL_SUBUNIT		111	-0.33843404	-1.6301669	0.0	0.39211133	1.0	5845	tags=47%, list=30%, signal=66%	
GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	GO_DETOXIFICATION_OF_INORGANIC_COMPOUND		16	-0.51705474	-1.626396	0.025641026	0.39599285	1.0	4908	tags=63%, list=25%, signal=83%	
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC		35	-0.413018	-1.6215556	0.0	0.40268502	1.0	5766	tags=57%, list=30%, signal=81%	
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY		119	-0.3312685	-1.6190437	0.0	0.40411726	1.0	5845	tags=52%, list=30%, signal=74%	
GO_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME	GO_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME		30	-0.42236057	-1.6187164	0.0064935065	0.39882475	1.0	3356	tags=43%, list=17%, signal=52%	
HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT	HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT		24	-0.45354912	-1.6177914	0.02930403	0.3956737	1.0	3451	tags=38%, list=18%, signal=45%	
GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY		28	-0.43652382	-1.6142086	0.022653721	0.3999569	1.0	1759	tags=32%, list=9%, signal=35%	
GO_RRNA_METHYLATION	GO_RRNA_METHYLATION		23	-0.45808366	-1.610145	0.027863776	0.4054749	1.0	5956	tags=61%, list=31%, signal=87%	
GO_MICROTUBULE_ASSOCIATED_COMPLEX	GO_MICROTUBULE_ASSOCIATED_COMPLEX		157	-0.31517112	-1.6090374	0.0	0.40310243	1.0	3133	tags=31%, list=16%, signal=36%	
GO_AXONEME_ASSEMBLY	GO_AXONEME_ASSEMBLY		66	-0.35742897	-1.6082904	0.0	0.39950097	1.0	2671	tags=32%, list=14%, signal=37%	
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	GO_ESTABLISHMENT_OF_RNA_LOCALIZATION		196	-0.29934102	-1.6082639	0.0	0.39391744	1.0	4972	tags=40%, list=25%, signal=53%	
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX		32	-0.4234949	-1.6041396	0.017667845	0.39929116	1.0	5383	tags=56%, list=28%, signal=78%	
GO_ERROR_PRONE_TRANSLESION_SYNTHESIS	GO_ERROR_PRONE_TRANSLESION_SYNTHESIS		21	-0.4740973	-1.6021017	0.03188406	0.3992045	1.0	3244	tags=33%, list=17%, signal=40%	
GO_RIBOSOME	GO_RIBOSOME		219	-0.28996137	-1.6008626	0.0	0.39725688	1.0	4896	tags=36%, list=25%, signal=48%	
HP_CORTICAL_DYSPLASIA	HP_CORTICAL_DYSPLASIA		75	-0.3509526	-1.5999508	0.0053475937	0.394399	1.0	2458	tags=31%, list=13%, signal=35%	
HP_PROLONGED_BLEEDING_AFTER_SURGERY	HP_PROLONGED_BLEEDING_AFTER_SURGERY		15	-0.5074988	-1.5991102	0.023746701	0.3914044	1.0	1145	tags=20%, list=6%, signal=21%	
GO_RETINOIC_ACID_BINDING	GO_RETINOIC_ACID_BINDING		16	-0.51234615	-1.5948572	0.02266289	0.3972936	1.0	3111	tags=38%, list=16%, signal=45%	
GO_REGULATION_OF_SPINDLE_ORGANIZATION	GO_REGULATION_OF_SPINDLE_ORGANIZATION		38	-0.4058501	-1.5941216	0.015625	0.39448377	1.0	4258	tags=39%, list=22%, signal=50%	
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR		73	-0.34958118	-1.5901923	0.00456621	0.39962	1.0	3812	tags=32%, list=20%, signal=39%	
GO_SMALL_RIBOSOMAL_SUBUNIT	GO_SMALL_RIBOSOMAL_SUBUNIT		71	-0.3419045	-1.5852664	0.0	0.40881318	1.0	5058	tags=42%, list=26%, signal=57%	
GO_SPLICEOSOMAL_COMPLEX	GO_SPLICEOSOMAL_COMPLEX		182	-0.2981721	-1.5814492	0.0	0.41461155	1.0	3639	tags=32%, list=19%, signal=39%	
GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING		94	-0.32823387	-1.5813597	0.0	0.409827	1.0	2856	tags=29%, list=15%, signal=33%	
GO_RNA_LOCALIZATION	GO_RNA_LOCALIZATION		229	-0.28953147	-1.5800796	0.0	0.40884954	1.0	4741	tags=38%, list=24%, signal=50%	
GO_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	GO_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION		33	-0.4169574	-1.5792361	0.017793594	0.40653223	1.0	2356	tags=30%, list=12%, signal=34%	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE		17	-0.48585922	-1.5768816	0.030898876	0.40813488	1.0	3909	tags=53%, list=20%, signal=66%	
HP_ABNORMAL_GLOMERULAR_FILTRATION_RATE	HP_ABNORMAL_GLOMERULAR_FILTRATION_RATE		16	-0.50460416	-1.5733742	0.034285713	0.41355494	1.0	2356	tags=31%, list=12%, signal=36%	
HP_OVERLAPPING_TOE	HP_OVERLAPPING_TOE		43	-0.39342532	-1.5732217	0.011952192	0.40937364	1.0	2935	tags=33%, list=15%, signal=38%	
GO_TELENCEPHALON_GLIAL_CELL_MIGRATION	GO_TELENCEPHALON_GLIAL_CELL_MIGRATION		23	-0.452837	-1.571555	0.027692307	0.40924037	1.0	3266	tags=39%, list=17%, signal=47%	
GO_TRANSLATIONAL_TERMINATION	GO_TRANSLATIONAL_TERMINATION		101	-0.3190084	-1.5704002	0.0	0.40795588	1.0	3162	tags=28%, list=16%, signal=33%	
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		22	-0.4527733	-1.5627142	0.03313253	0.42451987	1.0	3403	tags=41%, list=17%, signal=49%	
GO_MEMBRANE_DOCKING	GO_MEMBRANE_DOCKING		178	-0.29211774	-1.5605463	0.0	0.42578226	1.0	2856	tags=26%, list=15%, signal=31%	
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE		22	-0.44989413	-1.560262	0.047169812	0.42193675	1.0	1383	tags=27%, list=7%, signal=29%	
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY	GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY		34	-0.40578553	-1.5595151	0.02112676	0.41971722	1.0	3133	tags=35%, list=16%, signal=42%	
GO_RNA_SPLICING	GO_RNA_SPLICING		432	-0.26474127	-1.5560582	0.0	0.4248909	1.0	4033	tags=32%, list=21%, signal=39%	
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION		30	-0.42030054	-1.5550512	0.032051284	0.42332342	1.0	3266	tags=37%, list=17%, signal=44%	
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM		136	-0.3062166	-1.551338	0.0	0.429292	1.0	6656	tags=57%, list=34%, signal=85%	
GO_STRUCTURAL_CONSTITUENT_OF_SYNAPSE	GO_STRUCTURAL_CONSTITUENT_OF_SYNAPSE		17	-0.48221353	-1.5491157	0.04105572	0.43114966	1.0	2085	tags=35%, list=11%, signal=39%	
HP_DEPRESSED_NASAL_RIDGE	HP_DEPRESSED_NASAL_RIDGE		119	-0.30934137	-1.5450593	0.0	0.4379974	1.0	3633	tags=34%, list=19%, signal=42%	
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN		97	-0.3146403	-1.5439264	0.011904762	0.43683922	1.0	3335	tags=29%, list=17%, signal=35%	
GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE		19	-0.4673362	-1.543906	0.024390243	0.43251154	1.0	2421	tags=37%, list=12%, signal=42%	
GO_SPINDLE_MICROTUBULE	GO_SPINDLE_MICROTUBULE		64	-0.34061575	-1.5435504	0.004484305	0.4293881	1.0	3543	tags=36%, list=18%, signal=44%	
GO_SYNTAXIN_1_BINDING	GO_SYNTAXIN_1_BINDING		26	-0.43197978	-1.5431798	0.019607844	0.42621025	1.0	2321	tags=38%, list=12%, signal=44%	
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		15	-0.49477687	-1.5419546	0.037249282	0.42548853	1.0	2297	tags=33%, list=12%, signal=38%	
GO_CILIARY_PLASM	GO_CILIARY_PLASM		119	-0.30778372	-1.5376095	0.0	0.43388167	1.0	3400	tags=33%, list=17%, signal=39%	
GO_NUCLEOTIDE_EXCISION_REPAIR	GO_NUCLEOTIDE_EXCISION_REPAIR		109	-0.31074524	-1.5346198	0.0058479533	0.43863052	1.0	3244	tags=27%, list=17%, signal=32%	
GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION		15	-0.48882225	-1.5345516	0.049586777	0.43468297	1.0	1676	tags=33%, list=9%, signal=36%	
GO_CILIARY_BASE	GO_CILIARY_BASE		32	-0.41204345	-1.5343695	0.028673835	0.43097973	1.0	1987	tags=31%, list=10%, signal=35%	
GO_MITOTIC_SPINDLE_ORGANIZATION	GO_MITOTIC_SPINDLE_ORGANIZATION		112	-0.31122634	-1.5341555	0.0055555557	0.42752007	1.0	3640	tags=32%, list=19%, signal=39%	
GO_NEGATIVE_REGULATION_OF_CELL_AGING	GO_NEGATIVE_REGULATION_OF_CELL_AGING		24	-0.43480784	-1.5333668	0.035928145	0.42582497	1.0	3513	tags=42%, list=18%, signal=51%	
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION		38	-0.38724747	-1.5333316	0.025751073	0.42208245	1.0	3562	tags=34%, list=18%, signal=42%	
GO_DNA_REPLICATION_ORIGIN_BINDING	GO_DNA_REPLICATION_ORIGIN_BINDING		23	-0.448398	-1.5323406	0.037790697	0.42088392	1.0	3669	tags=39%, list=19%, signal=48%	
GO_AMINO_ACID_ACTIVATION	GO_AMINO_ACID_ACTIVATION		29	-0.41398972	-1.5319773	0.025559105	0.41819108	1.0	3569	tags=34%, list=18%, signal=42%	
GO_RRNA_TRANSCRIPTION	GO_RRNA_TRANSCRIPTION		28	-0.40772417	-1.5317832	0.014545455	0.41505283	1.0	2020	tags=25%, list=10%, signal=28%	
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST		21	-0.44421512	-1.5316745	0.03313253	0.4117408	1.0	2607	tags=24%, list=13%, signal=27%	
GO_MALE_MEIOTIC_NUCLEAR_DIVISION	GO_MALE_MEIOTIC_NUCLEAR_DIVISION		46	-0.3706074	-1.5314862	0.011811024	0.40867266	1.0	3470	tags=37%, list=18%, signal=45%	
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS		65	-0.34392926	-1.5280093	0.009345794	0.4147873	1.0	2342	tags=26%, list=12%, signal=30%	
GO_METHYL_CPG_BINDING	GO_METHYL_CPG_BINDING		24	-0.43453866	-1.5258888	0.028070176	0.4171785	1.0	4182	tags=42%, list=21%, signal=53%	
GO_VIRAL_GENE_EXPRESSION	GO_VIRAL_GENE_EXPRESSION		191	-0.28337178	-1.5252287	0.0	0.41566527	1.0	4932	tags=41%, list=25%, signal=54%	
GO_SCF_UBIQUITIN_LIGASE_COMPLEX	GO_SCF_UBIQUITIN_LIGASE_COMPLEX		59	-0.35338765	-1.523349	0.013100437	0.417218	1.0	4170	tags=41%, list=21%, signal=52%	
GO_SEX_CHROMOSOME	GO_SEX_CHROMOSOME		25	-0.42494676	-1.5228959	0.044444446	0.41513145	1.0	5787	tags=64%, list=30%, signal=91%	
GO_NBAF_COMPLEX	GO_NBAF_COMPLEX		15	-0.4924207	-1.5226396	0.07278481	0.41243598	1.0	5768	tags=53%, list=30%, signal=76%	
GO_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	GO_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT		27	-0.42418554	-1.5187376	0.03267974	0.41961935	1.0	4883	tags=52%, list=25%, signal=69%	
HP_SLEEP_WAKE_CYCLE_DISTURBANCE	HP_SLEEP_WAKE_CYCLE_DISTURBANCE		15	-0.49584958	-1.5139232	0.04733728	0.4294841	1.0	683	tags=13%, list=3%, signal=14%	
