NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		30	0.5063174	1.686925	0.004484305	0.51287615	1.0	2583	tags=37%, list=13%, signal=42%	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_FEMORAL_HEAD_AND_NECK	HP_APLASIA_HYPOPLASIA_INVOLVING_THE_FEMORAL_HEAD_AND_NECK		35	0.4809074	1.6841278	0.004385965	0.51471096	1.0	5325	tags=54%, list=27%, signal=75%	
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION		20	0.5560082	1.6826122	0.014925373	0.50983876	1.0	2492	tags=35%, list=13%, signal=40%	
HP_ERYTHRODERMA	HP_ERYTHRODERMA		44	0.45631945	1.6791142	0.0042918455	0.51573616	1.0	3557	tags=34%, list=18%, signal=42%	
GO_INTERLEUKIN_13_PRODUCTION	GO_INTERLEUKIN_13_PRODUCTION		20	0.54061264	1.6758113	0.009478673	0.5200009	1.0	6813	tags=65%, list=35%, signal=100%	
GO_RETINOIC_ACID_METABOLIC_PROCESS	GO_RETINOIC_ACID_METABOLIC_PROCESS		29	0.49995983	1.6744187	0.008902078	0.51530915	1.0	4885	tags=48%, list=25%, signal=64%	
GO_GABA_RECEPTOR_COMPLEX	GO_GABA_RECEPTOR_COMPLEX		20	0.54086876	1.6734896	0.013975156	0.50880235	1.0	1651	tags=35%, list=8%, signal=38%	
HP_RHEUMATOID_ARTHRITIS	HP_RHEUMATOID_ARTHRITIS		19	0.54838413	1.6638769	0.006060606	0.5455749	1.0	2950	tags=47%, list=15%, signal=56%	
HP_SUBCAPSULAR_CATARACT	HP_SUBCAPSULAR_CATARACT		31	0.48434463	1.658398	0.0073099416	0.56307304	1.0	3660	tags=39%, list=19%, signal=48%	
GO_TUMOR_NECROSIS_FACTOR_SECRETION	GO_TUMOR_NECROSIS_FACTOR_SECRETION		38	0.46052253	1.6511215	0.007032349	0.59136385	1.0	2864	tags=32%, list=15%, signal=37%	
GO_RETINOL_METABOLIC_PROCESS	GO_RETINOL_METABOLIC_PROCESS		46	0.4420789	1.651019	0.011396011	0.5799294	1.0	5097	tags=37%, list=26%, signal=50%	
GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		113	0.37567818	1.6491351	0.0	0.57897556	1.0	2626	tags=22%, list=13%, signal=25%	
GO_FRUCTOSE_METABOLIC_PROCESS	GO_FRUCTOSE_METABOLIC_PROCESS		15	0.56493527	1.6447532	0.0075872536	0.5920375	1.0	3088	tags=47%, list=16%, signal=55%	
GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS		24	0.508406	1.6413628	0.013574661	0.5994966	1.0	3889	tags=38%, list=20%, signal=47%	
GO_TETRAPYRROLE_BINDING	GO_TETRAPYRROLE_BINDING		138	0.36267897	1.6393038	0.0012048193	0.59932995	1.0	5961	tags=46%, list=31%, signal=65%	
GO_SPERM_MIDPIECE	GO_SPERM_MIDPIECE		29	0.4860114	1.6361226	0.012102874	0.6064415	1.0	4112	tags=38%, list=21%, signal=48%	
GO_OXYGEN_BINDING	GO_OXYGEN_BINDING		35	0.46242326	1.628202	0.008633094	0.640189	1.0	5920	tags=51%, list=30%, signal=74%	
GO_STEROID_DEHYDROGENASE_ACTIVITY	GO_STEROID_DEHYDROGENASE_ACTIVITY		34	0.4680181	1.6262822	0.007541478	0.6393482	1.0	1624	tags=24%, list=8%, signal=26%	
GO_SCF_UBIQUITIN_LIGASE_COMPLEX	GO_SCF_UBIQUITIN_LIGASE_COMPLEX		59	0.41079077	1.6256378	0.009749304	0.6320468	1.0	3345	tags=34%, list=17%, signal=41%	
GO_RECEPTOR_BIOSYNTHETIC_PROCESS	GO_RECEPTOR_BIOSYNTHETIC_PROCESS		25	0.5004505	1.619559	0.017777778	0.6585297	1.0	3704	tags=44%, list=19%, signal=54%	
HP_CALF_MUSCLE_PSEUDOHYPERTROPHY	HP_CALF_MUSCLE_PSEUDOHYPERTROPHY		16	0.55589306	1.6142727	0.02519685	0.680348	1.0	4236	tags=50%, list=22%, signal=64%	
GO_NUCLEOTIDE_DIPHOSPHATASE_ACTIVITY	GO_NUCLEOTIDE_DIPHOSPHATASE_ACTIVITY		17	0.551461	1.614115	0.024464833	0.6701079	1.0	7209	tags=71%, list=37%, signal=112%	
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE		20	0.52402055	1.6124457	0.02739726	0.6690775	1.0	4938	tags=55%, list=25%, signal=74%	
HP_ABNORMALITY_OF_FUNDUS_PIGMENTATION	HP_ABNORMALITY_OF_FUNDUS_PIGMENTATION		41	0.44462985	1.6120199	0.010057472	0.6607109	1.0	4122	tags=34%, list=21%, signal=43%	
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	GO_FATTY_ACID_DERIVATIVE_TRANSPORT		49	0.42333728	1.6106445	0.009589041	0.6580836	1.0	5222	tags=47%, list=27%, signal=64%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION		83	0.38687354	1.6100636	0.005221932	0.6515183	1.0	6164	tags=51%, list=32%, signal=74%	
HP_CONGENITAL_MALFORMATION_OF_THE_RIGHT_HEART	HP_CONGENITAL_MALFORMATION_OF_THE_RIGHT_HEART		27	0.4951825	1.6096517	0.019461079	0.64403963	1.0	1131	tags=30%, list=6%, signal=31%	
GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY		46	0.43316197	1.6077113	0.011034483	0.64543974	1.0	6493	tags=52%, list=33%, signal=78%	
GO_CYTOKINE_SECRETION	GO_CYTOKINE_SECRETION		114	0.36570144	1.6061378	0.0012360939	0.6449199	1.0	3128	tags=30%, list=16%, signal=35%	
GO_STEROID_HYDROXYLASE_ACTIVITY	GO_STEROID_HYDROXYLASE_ACTIVITY		36	0.45553318	1.6037009	0.008595988	0.6492444	1.0	6107	tags=56%, list=31%, signal=81%	
GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS		22	0.50796586	1.6029152	0.022255193	0.64408976	1.0	4160	tags=45%, list=21%, signal=58%	
HP_HYPOPLASIA_OF_THE_FOVEA	HP_HYPOPLASIA_OF_THE_FOVEA		25	0.49047473	1.6015415	0.016467066	0.6428089	1.0	4446	tags=48%, list=23%, signal=62%	
GO_TRNA_METHYLATION	GO_TRNA_METHYLATION		38	0.4460483	1.6003686	0.011678832	0.640426	1.0	2026	tags=21%, list=10%, signal=23%	
GO_INTERFERON_GAMMA_PRODUCTION	GO_INTERFERON_GAMMA_PRODUCTION		105	0.3732022	1.5981845	0.003916449	0.643854	1.0	6227	tags=48%, list=32%, signal=70%	
GO_ASTROCYTE_ACTIVATION	GO_ASTROCYTE_ACTIVATION		23	0.5042768	1.5974319	0.02607362	0.63953084	1.0	4294	tags=43%, list=22%, signal=56%	
GO_MYOSIN_FILAMENT	GO_MYOSIN_FILAMENT		22	0.5048391	1.5953727	0.01459854	0.64245975	1.0	6059	tags=59%, list=31%, signal=86%	
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SECRETION	GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SECRETION		25	0.48604283	1.5951213	0.020030817	0.6350793	1.0	6093	tags=56%, list=31%, signal=81%	
GO_REGULATION_OF_FERTILIZATION	GO_REGULATION_OF_FERTILIZATION		28	0.479932	1.5940185	0.021613833	0.6329851	1.0	3343	tags=39%, list=17%, signal=47%	
GO_NUCLEOSIDE_SALVAGE	GO_NUCLEOSIDE_SALVAGE		16	0.5607706	1.5909277	0.022617124	0.64232373	1.0	5038	tags=50%, list=26%, signal=67%	
HP_ABNORMAL_AUDITORY_EVOKED_POTENTIALS	HP_ABNORMAL_AUDITORY_EVOKED_POTENTIALS		16	0.547027	1.5908996	0.02354788	0.6341838	1.0	4615	tags=50%, list=24%, signal=65%	
GO_NEUROPEPTIDE_HORMONE_ACTIVITY	GO_NEUROPEPTIDE_HORMONE_ACTIVITY		27	0.47917274	1.589423	0.013452915	0.6342893	1.0	3933	tags=48%, list=20%, signal=60%	
GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY	GO_PROTEIN_HORMONE_RECEPTOR_ACTIVITY		17	0.5442164	1.588094	0.03773585	0.63392174	1.0	3708	tags=53%, list=19%, signal=65%	
GO_DENDRITE_MEMBRANE	GO_DENDRITE_MEMBRANE		43	0.43226814	1.5811858	0.012912482	0.66504353	1.0	3042	tags=28%, list=16%, signal=33%	
GO_MITOTIC_DNA_REPLICATION	GO_MITOTIC_DNA_REPLICATION		15	0.55897474	1.5790339	0.023847377	0.66850936	1.0	4347	tags=47%, list=22%, signal=60%	
GO_PEPTIDE_RECEPTOR_ACTIVITY	GO_PEPTIDE_RECEPTOR_ACTIVITY		148	0.35027564	1.5779167	0.0011947431	0.66674143	1.0	4234	tags=34%, list=22%, signal=44%	
GO_RESPONSE_TO_HYPEROXIA	GO_RESPONSE_TO_HYPEROXIA		20	0.51356274	1.5778946	0.02276176	0.6588923	1.0	5516	tags=50%, list=28%, signal=70%	
GO_NADPLUS_NUCLEOSIDASE_ACTIVITY	GO_NADPLUS_NUCLEOSIDASE_ACTIVITY		16	0.53888065	1.575102	0.02388535	0.6671924	1.0	5129	tags=50%, list=26%, signal=68%	
GO_COLLAGEN_TRIMER	GO_COLLAGEN_TRIMER		86	0.37679642	1.5749651	0.0038510913	0.66014194	1.0	4093	tags=34%, list=21%, signal=42%	
GO_OSTEOBLAST_DEVELOPMENT	GO_OSTEOBLAST_DEVELOPMENT		18	0.52923757	1.5743119	0.029096479	0.65606445	1.0	5760	tags=61%, list=30%, signal=87%	
GO_POSITIVE_REGULATION_OF_CELL_KILLING	GO_POSITIVE_REGULATION_OF_CELL_KILLING		51	0.41450152	1.5742458	0.009589041	0.6490547	1.0	4325	tags=41%, list=22%, signal=53%	
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY		109	0.36218092	1.57056	0.005037783	0.6625843	1.0	4903	tags=39%, list=25%, signal=51%	
GO_KINETOCHORE_ASSEMBLY	GO_KINETOCHORE_ASSEMBLY		15	0.5482778	1.5705069	0.02992126	0.6555272	1.0	573	tags=27%, list=3%, signal=27%	
HP_HYPOPIGMENTATION_OF_THE_FUNDUS	HP_HYPOPIGMENTATION_OF_THE_FUNDUS		23	0.49392232	1.5696025	0.023809524	0.6530733	1.0	4122	tags=39%, list=21%, signal=50%	
GO_KINETOCHORE_ORGANIZATION	GO_KINETOCHORE_ORGANIZATION		20	0.50650287	1.565729	0.034883723	0.6682131	1.0	5559	tags=55%, list=28%, signal=77%	
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING		46	0.42163974	1.564501	0.018895349	0.66819686	1.0	2539	tags=30%, list=13%, signal=35%	
GO_DIGESTION	GO_DIGESTION		139	0.3500648	1.5642402	0.0036231885	0.6625545	1.0	4307	tags=35%, list=22%, signal=45%	
HP_DEVIATION_OF_THE_THUMB	HP_DEVIATION_OF_THE_THUMB		35	0.44452482	1.5619978	0.015669515	0.6685993	1.0	6985	tags=57%, list=36%, signal=89%	
GO_NEGATIVE_CHEMOTAXIS	GO_NEGATIVE_CHEMOTAXIS		47	0.41359645	1.561876	0.0073313783	0.6623751	1.0	3209	tags=30%, list=16%, signal=36%	
GO_CYTOKINE_RECEPTOR_BINDING	GO_CYTOKINE_RECEPTOR_BINDING		257	0.32127792	1.5611117	0.0	0.659796	1.0	4955	tags=34%, list=25%, signal=45%	
GO_HYALURONIC_ACID_BINDING	GO_HYALURONIC_ACID_BINDING		22	0.49268818	1.5609338	0.03421462	0.6539853	1.0	2909	tags=27%, list=15%, signal=32%	
GO_REGULATION_OF_CELL_FATE_COMMITMENT	GO_REGULATION_OF_CELL_FATE_COMMITMENT		29	0.4590263	1.5595642	0.018209409	0.654799	1.0	7776	tags=69%, list=40%, signal=114%	
GO_ARACHIDONIC_ACID_SECRETION	GO_ARACHIDONIC_ACID_SECRETION		31	0.450595	1.558141	0.026431719	0.65592235	1.0	3501	tags=39%, list=18%, signal=47%	
GO_TRANSPOSITION	GO_TRANSPOSITION		26	0.48035932	1.5573407	0.029850746	0.6538889	1.0	2639	tags=38%, list=14%, signal=44%	
GO_EXPLORATION_BEHAVIOR	GO_EXPLORATION_BEHAVIOR		25	0.4776371	1.5564929	0.031722054	0.65208626	1.0	6000	tags=64%, list=31%, signal=92%	
GO_REGULATION_OF_FIBROBLAST_MIGRATION	GO_REGULATION_OF_FIBROBLAST_MIGRATION		32	0.45507604	1.5562838	0.028612303	0.64698565	1.0	5567	tags=50%, list=29%, signal=70%	
HP_ANTERIOR_PITUITARY_DYSGENESIS	HP_ANTERIOR_PITUITARY_DYSGENESIS		21	0.49572757	1.5555929	0.025679758	0.6442773	1.0	1465	tags=29%, list=8%, signal=31%	
GO_GLUCURONOSYLTRANSFERASE_ACTIVITY	GO_GLUCURONOSYLTRANSFERASE_ACTIVITY		22	0.4959482	1.5549678	0.02878788	0.641734	1.0	4488	tags=41%, list=23%, signal=53%	
GO_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	GO_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY		49	0.41388497	1.5543469	0.020718232	0.63891244	1.0	5647	tags=49%, list=29%, signal=69%	
GO_EPIDERMIS_MORPHOGENESIS	GO_EPIDERMIS_MORPHOGENESIS		32	0.449188	1.5537659	0.023876404	0.63622004	1.0	2152	tags=31%, list=11%, signal=35%	
HP_INTESTINAL_HYPOPLASIA	HP_INTESTINAL_HYPOPLASIA		17	0.51419777	1.5522809	0.0375	0.63783103	1.0	6163	tags=53%, list=32%, signal=77%	
GO_EATING_BEHAVIOR	GO_EATING_BEHAVIOR		33	0.44315708	1.5511829	0.021613833	0.6380662	1.0	2719	tags=33%, list=14%, signal=39%	
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY		26	0.47149178	1.5511767	0.024745269	0.63230604	1.0	2424	tags=35%, list=12%, signal=39%	
GO_INTERLEUKIN_6_PRODUCTION	GO_INTERLEUKIN_6_PRODUCTION		135	0.34626418	1.5509943	0.0035971224	0.6275183	1.0	6164	tags=47%, list=32%, signal=68%	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY		92	0.36894092	1.5502214	0.009259259	0.6260376	1.0	5241	tags=42%, list=27%, signal=58%	
GO_INTERLEUKIN_1_RECEPTOR_BINDING	GO_INTERLEUKIN_1_RECEPTOR_BINDING		16	0.5248935	1.5501113	0.03975535	0.6210417	1.0	4523	tags=44%, list=23%, signal=57%	
GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY		24	0.4839456	1.5417613	0.032835823	0.65976703	1.0	4875	tags=54%, list=25%, signal=72%	
HP_MEDIASTINAL_LYMPHADENOPATHY	HP_MEDIASTINAL_LYMPHADENOPATHY		15	0.5506652	1.5389123	0.04738562	0.67027473	1.0	4557	tags=40%, list=23%, signal=52%	
HP_NONPROGRESSIVE	HP_NONPROGRESSIVE		23	0.48539662	1.5382996	0.041358937	0.6680487	1.0	4098	tags=39%, list=21%, signal=49%	
HP_ABNORMALITY_OF_THE_MIDDLE_PHALANX_OF_THE_5TH_FINGER	HP_ABNORMALITY_OF_THE_MIDDLE_PHALANX_OF_THE_5TH_FINGER		19	0.50835353	1.5353639	0.018126888	0.67808956	1.0	6053	tags=58%, list=31%, signal=84%	
GO_CELL_CELL_RECOGNITION	GO_CELL_CELL_RECOGNITION		77	0.37391233	1.5341626	0.007843138	0.6787996	1.0	5048	tags=42%, list=26%, signal=56%	
HP_ELEVATED_C_REACTIVE_PROTEIN_LEVEL	HP_ELEVATED_C_REACTIVE_PROTEIN_LEVEL		27	0.46329266	1.5310177	0.029411765	0.6907062	1.0	4375	tags=48%, list=22%, signal=62%	
GO_FORELIMB_MORPHOGENESIS	GO_FORELIMB_MORPHOGENESIS		39	0.42829755	1.5277469	0.021802325	0.7029547	1.0	6028	tags=54%, list=31%, signal=78%	
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY		18	0.5092728	1.5257479	0.03976436	0.70859367	1.0	3048	tags=39%, list=16%, signal=46%	
GO_PIRNA_METABOLIC_PROCESS	GO_PIRNA_METABOLIC_PROCESS		18	0.5051843	1.525167	0.02799378	0.70610356	1.0	5142	tags=44%, list=26%, signal=60%	
GO_CELLULAR_HORMONE_METABOLIC_PROCESS	GO_CELLULAR_HORMONE_METABOLIC_PROCESS		127	0.34484917	1.5242933	0.0024600246	0.70541185	1.0	5740	tags=38%, list=29%, signal=53%	
GO_HORMONE_ACTIVITY	GO_HORMONE_ACTIVITY		112	0.3477329	1.523725	0.00625	0.7029681	1.0	4245	tags=36%, list=22%, signal=45%	
GO_EXOCYST	GO_EXOCYST		16	0.51772904	1.5226091	0.043209877	0.70359427	1.0	6625	tags=63%, list=34%, signal=95%	
GO_GAS_TRANSPORT	GO_GAS_TRANSPORT		19	0.4982659	1.5155503	0.052710842	0.7385637	1.0	5932	tags=53%, list=30%, signal=76%	
GO_GLYCOLIPID_CATABOLIC_PROCESS	GO_GLYCOLIPID_CATABOLIC_PROCESS		17	0.5171764	1.5153478	0.046153847	0.7338867	1.0	2746	tags=35%, list=14%, signal=41%	
GO_SPINAL_CORD_DEVELOPMENT	GO_SPINAL_CORD_DEVELOPMENT		105	0.3528533	1.5153297	0.0077021825	0.72830975	1.0	6187	tags=45%, list=32%, signal=65%	
GO_AROMATASE_ACTIVITY	GO_AROMATASE_ACTIVITY		24	0.46807566	1.5152164	0.050458714	0.72320944	1.0	6602	tags=58%, list=34%, signal=88%	
